State,District,Date,Year,Month,Avg_rainfall,Agency_name
Chhattisgarh,Dakshin Bastar Dantewada,28-01-2022,2022,1,0,NRSC VIC MODEL
Chhattisgarh,Dakshin Bastar Dantewada,29-01-2022,2022,1,0,NRSC VIC MODEL
Chhattisgarh,Dakshin Bastar Dantewada,20-01-2022,2022,1,0,NRSC VIC MODEL
Chhattisgarh,Dakshin Bastar Dantewada,30-01-2022,2022,1,0,NRSC VIC MODEL
Chhattisgarh,Dhamtari,03-01-2022,2022,1,0.078002116,NRSC VIC MODEL
Chhattisgarh,Dhamtari,01-01-2022,2022,1,0.269070224,NRSC VIC MODEL
Chhattisgarh,Dhamtari,04-01-2022,2022,1,0.081971079,NRSC VIC MODEL
Chhattisgarh,Dhamtari,05-01-2022,2022,1,0.002803698,NRSC VIC MODEL
Chhattisgarh,Dhamtari,06-01-2022,2022,1,0.004901174,NRSC VIC MODEL
Chhattisgarh,Dhamtari,07-01-2022,2022,1,0,NRSC VIC MODEL
Chhattisgarh,Dhamtari,08-01-2022,2022,1,0.003587603,NRSC VIC MODEL
Chhattisgarh,Dhamtari,09-01-2022,2022,1,0.008630021,NRSC VIC MODEL
Chhattisgarh,Dhamtari,10-01-2022,2022,1,12.1846862,NRSC VIC MODEL
Chhattisgarh,Dhamtari,11-01-2022,2022,1,20.7007023,NRSC VIC MODEL
Chhattisgarh,Dhamtari,12-01-2022,2022,1,83.52475076,NRSC VIC MODEL
Chhattisgarh,Dhamtari,13-01-2022,2022,1,2.299166224,NRSC VIC MODEL
Chhattisgarh,Dhamtari,14-01-2022,2022,1,6.328446927,NRSC VIC MODEL
Chhattisgarh,Dhamtari,15-01-2022,2022,1,0.794216205,NRSC VIC MODEL
Chhattisgarh,Dhamtari,16-01-2022,2022,1,0,NRSC VIC MODEL
Chhattisgarh,Dhamtari,17-01-2022,2022,1,0,NRSC VIC MODEL
Chhattisgarh,Dhamtari,18-01-2022,2022,1,0,NRSC VIC MODEL
Chhattisgarh,Dhamtari,19-01-2022,2022,1,0.00341811,NRSC VIC MODEL
Chhattisgarh,Dhamtari,21-01-2022,2022,1,0,NRSC VIC MODEL
Chhattisgarh,Dhamtari,22-01-2022,2022,1,0.001412442,NRSC VIC MODEL
Chhattisgarh,Dhamtari,23-01-2022,2022,1,0.256294685,NRSC VIC MODEL
Chhattisgarh,Dhamtari,24-01-2022,2022,1,0.059287258,NRSC VIC MODEL
Chhattisgarh,Dhamtari,25-01-2022,2022,1,0.003276866,NRSC VIC MODEL
Chhattisgarh,Dhamtari,26-01-2022,2022,1,0,NRSC VIC MODEL
Chhattisgarh,Dhamtari,27-01-2022,2022,1,0,NRSC VIC MODEL
Chhattisgarh,Dhamtari,28-01-2022,2022,1,0.054032973,NRSC VIC MODEL
Chhattisgarh,Dhamtari,29-01-2022,2022,1,0,NRSC VIC MODEL
Chhattisgarh,Dhamtari,20-01-2022,2022,1,0.000112995,NRSC VIC MODEL
Chhattisgarh,Dhamtari,30-01-2022,2022,1,0,NRSC VIC MODEL
Chhattisgarh,Durg,03-01-2022,2022,1,0.008767691,NRSC VIC MODEL
Chhattisgarh,Durg,04-01-2022,2022,1,0.006566388,NRSC VIC MODEL
Chhattisgarh,Durg,01-01-2022,2022,1,1.241985303,NRSC VIC MODEL
Chhattisgarh,Durg,05-01-2022,2022,1,0.063850302,NRSC VIC MODEL
Chhattisgarh,Durg,06-01-2022,2022,1,0.155166865,NRSC VIC MODEL
Chhattisgarh,Durg,07-01-2022,2022,1,0,NRSC VIC MODEL
Chhattisgarh,Durg,08-01-2022,2022,1,0.000312685,NRSC VIC MODEL
Chhattisgarh,Durg,10-01-2022,2022,1,2.400808871,NRSC VIC MODEL
Chhattisgarh,Durg,11-01-2022,2022,1,25.59629149,NRSC VIC MODEL
Chhattisgarh,Durg,12-01-2022,2022,1,20.49153178,NRSC VIC MODEL
Chhattisgarh,Durg,13-01-2022,2022,1,0.275700725,NRSC VIC MODEL
Chhattisgarh,Durg,14-01-2022,2022,1,5.084260078,NRSC VIC MODEL
Chhattisgarh,Durg,15-01-2022,2022,1,0.089928241,NRSC VIC MODEL
Chhattisgarh,Durg,16-01-2022,2022,1,0.0000375,NRSC VIC MODEL
Chhattisgarh,Durg,09-01-2022,2022,1,0.048666312,NRSC VIC MODEL
Chhattisgarh,Durg,17-01-2022,2022,1,0,NRSC VIC MODEL
Chhattisgarh,Durg,18-01-2022,2022,1,0,NRSC VIC MODEL
Chhattisgarh,Durg,19-01-2022,2022,1,0,NRSC VIC MODEL
Chhattisgarh,Durg,20-01-2022,2022,1,0.000350207,NRSC VIC MODEL
Chhattisgarh,Durg,21-01-2022,2022,1,0,NRSC VIC MODEL
Chhattisgarh,Durg,22-01-2022,2022,1,0,NRSC VIC MODEL
Chhattisgarh,Durg,23-01-2022,2022,1,1.118237039,NRSC VIC MODEL
Chhattisgarh,Durg,24-01-2022,2022,1,0.250335708,NRSC VIC MODEL
Chhattisgarh,Durg,25-01-2022,2022,1,0.001088144,NRSC VIC MODEL
Chhattisgarh,Durg,26-01-2022,2022,1,0,NRSC VIC MODEL
Chhattisgarh,Durg,27-01-2022,2022,1,0,NRSC VIC MODEL
Chhattisgarh,Durg,28-01-2022,2022,1,0.031768808,NRSC VIC MODEL
Chhattisgarh,Durg,29-01-2022,2022,1,0,NRSC VIC MODEL
Chhattisgarh,Durg,30-01-2022,2022,1,0,NRSC VIC MODEL
Chhattisgarh,Gariyaband,03-01-2022,2022,1,0.018343673,NRSC VIC MODEL
Chhattisgarh,Gariyaband,01-01-2022,2022,1,0.298673395,NRSC VIC MODEL
Chhattisgarh,Gariyaband,04-01-2022,2022,1,0.025402142,NRSC VIC MODEL
Chhattisgarh,Gariyaband,05-01-2022,2022,1,0,NRSC VIC MODEL
Chhattisgarh,Gariyaband,06-01-2022,2022,1,0.02697599,NRSC VIC MODEL
Chhattisgarh,Gariyaband,07-01-2022,2022,1,0,NRSC VIC MODEL
Chhattisgarh,Gariyaband,08-01-2022,2022,1,0.006360968,NRSC VIC MODEL
Chhattisgarh,Gariyaband,09-01-2022,2022,1,0.010939435,NRSC VIC MODEL
Chhattisgarh,Gariyaband,10-01-2022,2022,1,9.553005952,NRSC VIC MODEL
Chhattisgarh,Gariyaband,11-01-2022,2022,1,5.063116166,NRSC VIC MODEL
Chhattisgarh,Gariyaband,12-01-2022,2022,1,63.78178106,NRSC VIC MODEL
Chhattisgarh,Gariyaband,13-01-2022,2022,1,6.09836227,NRSC VIC MODEL
Chhattisgarh,Gariyaband,14-01-2022,2022,1,9.449048534,NRSC VIC MODEL
Chhattisgarh,Gariyaband,15-01-2022,2022,1,0.827760498,NRSC VIC MODEL
Chhattisgarh,Gariyaband,16-01-2022,2022,1,0.330138429,NRSC VIC MODEL
Chhattisgarh,Gariyaband,17-01-2022,2022,1,0,NRSC VIC MODEL
Chhattisgarh,Gariyaband,18-01-2022,2022,1,0,NRSC VIC MODEL
Chhattisgarh,Gariyaband,19-01-2022,2022,1,0,NRSC VIC MODEL
Chhattisgarh,Gariyaband,21-01-2022,2022,1,0,NRSC VIC MODEL
Chhattisgarh,Gariyaband,22-01-2022,2022,1,0,NRSC VIC MODEL
Chhattisgarh,Gariyaband,23-01-2022,2022,1,0.018212519,NRSC VIC MODEL
Chhattisgarh,Gariyaband,24-01-2022,2022,1,0.024960988,NRSC VIC MODEL
Chhattisgarh,Gariyaband,25-01-2022,2022,1,0.00034577,NRSC VIC MODEL
Chhattisgarh,Gariyaband,26-01-2022,2022,1,0,NRSC VIC MODEL
Chhattisgarh,Gariyaband,27-01-2022,2022,1,0,NRSC VIC MODEL
Chhattisgarh,Gariyaband,28-01-2022,2022,1,0.016173671,NRSC VIC MODEL
Chhattisgarh,Gariyaband,29-01-2022,2022,1,0,NRSC VIC MODEL
Chhattisgarh,Gariyaband,20-01-2022,2022,1,0.0000119,NRSC VIC MODEL
Chhattisgarh,Gariyaband,30-01-2022,2022,1,0,NRSC VIC MODEL
Chhattisgarh,Gaurela-Pendra-Marwahi,03-01-2022,2022,1,0,NRSC VIC MODEL
Chhattisgarh,Gaurela-Pendra-Marwahi,04-01-2022,2022,1,0,NRSC VIC MODEL
Chhattisgarh,Gaurela-Pendra-Marwahi,05-01-2022,2022,1,0,NRSC VIC MODEL
Chhattisgarh,Gaurela-Pendra-Marwahi,06-01-2022,2022,1,0.000655634,NRSC VIC MODEL
Chhattisgarh,Gaurela-Pendra-Marwahi,07-01-2022,2022,1,0,NRSC VIC MODEL
Chhattisgarh,Gaurela-Pendra-Marwahi,01-01-2022,2022,1,0.002850585,NRSC VIC MODEL
Chhattisgarh,Gaurela-Pendra-Marwahi,08-01-2022,2022,1,0,NRSC VIC MODEL
Chhattisgarh,Gaurela-Pendra-Marwahi,10-01-2022,2022,1,18.32639408,NRSC VIC MODEL
Chhattisgarh,Gaurela-Pendra-Marwahi,11-01-2022,2022,1,0.295049758,NRSC VIC MODEL
Chhattisgarh,Gaurela-Pendra-Marwahi,12-01-2022,2022,1,8.032876114,NRSC VIC MODEL
Chhattisgarh,Gaurela-Pendra-Marwahi,13-01-2022,2022,1,2.950084246,NRSC VIC MODEL
Chhattisgarh,Gaurela-Pendra-Marwahi,14-01-2022,2022,1,27.79462506,NRSC VIC MODEL
Chhattisgarh,Gaurela-Pendra-Marwahi,15-01-2022,2022,1,0.181012122,NRSC VIC MODEL
Chhattisgarh,Gaurela-Pendra-Marwahi,16-01-2022,2022,1,0,NRSC VIC MODEL
Chhattisgarh,Gaurela-Pendra-Marwahi,17-01-2022,2022,1,0,NRSC VIC MODEL
Chhattisgarh,Gaurela-Pendra-Marwahi,18-01-2022,2022,1,0,NRSC VIC MODEL
Chhattisgarh,Gaurela-Pendra-Marwahi,09-01-2022,2022,1,0.216516153,NRSC VIC MODEL
Chhattisgarh,Gaurela-Pendra-Marwahi,19-01-2022,2022,1,0,NRSC VIC MODEL
Chhattisgarh,Gaurela-Pendra-Marwahi,20-01-2022,2022,1,0,NRSC VIC MODEL
Chhattisgarh,Gaurela-Pendra-Marwahi,21-01-2022,2022,1,0,NRSC VIC MODEL
Chhattisgarh,Gaurela-Pendra-Marwahi,22-01-2022,2022,1,0.853750085,NRSC VIC MODEL
Chhattisgarh,Gaurela-Pendra-Marwahi,23-01-2022,2022,1,1.844328231,NRSC VIC MODEL
Chhattisgarh,Gaurela-Pendra-Marwahi,24-01-2022,2022,1,0.003848289,NRSC VIC MODEL
Chhattisgarh,Gaurela-Pendra-Marwahi,25-01-2022,2022,1,0,NRSC VIC MODEL
Chhattisgarh,Gaurela-Pendra-Marwahi,26-01-2022,2022,1,0,NRSC VIC MODEL
Chhattisgarh,Gaurela-Pendra-Marwahi,27-01-2022,2022,1,0,NRSC VIC MODEL
Chhattisgarh,Gaurela-Pendra-Marwahi,28-01-2022,2022,1,0,NRSC VIC MODEL
Chhattisgarh,Gaurela-Pendra-Marwahi,29-01-2022,2022,1,0,NRSC VIC MODEL
Chhattisgarh,Gaurela-Pendra-Marwahi,30-01-2022,2022,1,0,NRSC VIC MODEL
Chhattisgarh,Janjgir - Champa,03-01-2022,2022,1,0,NRSC VIC MODEL
Chhattisgarh,Janjgir - Champa,04-01-2022,2022,1,0,NRSC VIC MODEL
Chhattisgarh,Janjgir - Champa,05-01-2022,2022,1,0,NRSC VIC MODEL
Chhattisgarh,Janjgir - Champa,01-01-2022,2022,1,0.021661125,NRSC VIC MODEL
Chhattisgarh,Janjgir - Champa,06-01-2022,2022,1,0.00409013,NRSC VIC MODEL
Chhattisgarh,Janjgir - Champa,07-01-2022,2022,1,0,NRSC VIC MODEL
Chhattisgarh,Janjgir - Champa,08-01-2022,2022,1,0.0000637,NRSC VIC MODEL
Chhattisgarh,Janjgir - Champa,10-01-2022,2022,1,5.729883711,NRSC VIC MODEL
Chhattisgarh,Janjgir - Champa,11-01-2022,2022,1,2.666847678,NRSC VIC MODEL
Chhattisgarh,Janjgir - Champa,12-01-2022,2022,1,15.603872,NRSC VIC MODEL
Chhattisgarh,Janjgir - Champa,13-01-2022,2022,1,0,NRSC VIC MODEL
Chhattisgarh,Janjgir - Champa,14-01-2022,2022,1,1.89789684,NRSC VIC MODEL
Chhattisgarh,Janjgir - Champa,15-01-2022,2022,1,0.131368355,NRSC VIC MODEL
Chhattisgarh,Janjgir - Champa,16-01-2022,2022,1,0,NRSC VIC MODEL
Chhattisgarh,Janjgir - Champa,17-01-2022,2022,1,0,NRSC VIC MODEL
Chhattisgarh,Janjgir - Champa,09-01-2022,2022,1,0.009384364,NRSC VIC MODEL
Chhattisgarh,Janjgir - Champa,18-01-2022,2022,1,0,NRSC VIC MODEL
Chhattisgarh,Janjgir - Champa,19-01-2022,2022,1,0,NRSC VIC MODEL
Chhattisgarh,Janjgir - Champa,20-01-2022,2022,1,0,NRSC VIC MODEL
Chhattisgarh,Janjgir - Champa,21-01-2022,2022,1,0,NRSC VIC MODEL
Chhattisgarh,Janjgir - Champa,22-01-2022,2022,1,0,NRSC VIC MODEL
Chhattisgarh,Janjgir - Champa,23-01-2022,2022,1,0.698571294,NRSC VIC MODEL
Chhattisgarh,Janjgir - Champa,24-01-2022,2022,1,0.206876489,NRSC VIC MODEL
Chhattisgarh,Janjgir - Champa,25-01-2022,2022,1,0,NRSC VIC MODEL
Chhattisgarh,Janjgir - Champa,26-01-2022,2022,1,0,NRSC VIC MODEL
Chhattisgarh,Janjgir - Champa,27-01-2022,2022,1,0,NRSC VIC MODEL
Chhattisgarh,Janjgir - Champa,28-01-2022,2022,1,0.070545189,NRSC VIC MODEL
Chhattisgarh,Janjgir - Champa,29-01-2022,2022,1,0,NRSC VIC MODEL
Chhattisgarh,Janjgir - Champa,30-01-2022,2022,1,0,NRSC VIC MODEL
Chhattisgarh,Jashpur,03-01-2022,2022,1,0.0000632,NRSC VIC MODEL
Chhattisgarh,Jashpur,04-01-2022,2022,1,0,NRSC VIC MODEL
Chhattisgarh,Jashpur,05-01-2022,2022,1,0,NRSC VIC MODEL
Chhattisgarh,Jashpur,06-01-2022,2022,1,0.002332011,NRSC VIC MODEL
Chhattisgarh,Jashpur,07-01-2022,2022,1,0,NRSC VIC MODEL
Chhattisgarh,Jashpur,01-01-2022,2022,1,0,NRSC VIC MODEL
Chhattisgarh,Jashpur,08-01-2022,2022,1,0,NRSC VIC MODEL
Chhattisgarh,Jashpur,10-01-2022,2022,1,3.718581439,NRSC VIC MODEL
Chhattisgarh,Jashpur,11-01-2022,2022,1,0.912860951,NRSC VIC MODEL
Chhattisgarh,Jashpur,12-01-2022,2022,1,10.59192229,NRSC VIC MODEL
Chhattisgarh,Jashpur,13-01-2022,2022,1,0.851334721,NRSC VIC MODEL
Chhattisgarh,Jashpur,14-01-2022,2022,1,61.84542459,NRSC VIC MODEL
Chhattisgarh,Jashpur,15-01-2022,2022,1,2.529503469,NRSC VIC MODEL
Chhattisgarh,Jashpur,16-01-2022,2022,1,0,NRSC VIC MODEL
Chhattisgarh,Jashpur,17-01-2022,2022,1,0,NRSC VIC MODEL
Chhattisgarh,Jashpur,18-01-2022,2022,1,0,NRSC VIC MODEL
Chhattisgarh,Jashpur,09-01-2022,2022,1,0.013457648,NRSC VIC MODEL
Chhattisgarh,Jashpur,19-01-2022,2022,1,0,NRSC VIC MODEL
Chhattisgarh,Jashpur,20-01-2022,2022,1,0,NRSC VIC MODEL
Chhattisgarh,Jashpur,21-01-2022,2022,1,0,NRSC VIC MODEL
Chhattisgarh,Jashpur,22-01-2022,2022,1,0.270124638,NRSC VIC MODEL
Chhattisgarh,Jashpur,23-01-2022,2022,1,0.455082282,NRSC VIC MODEL
Chhattisgarh,Jashpur,24-01-2022,2022,1,0.524551926,NRSC VIC MODEL
Chhattisgarh,Jashpur,25-01-2022,2022,1,0,NRSC VIC MODEL
Chhattisgarh,Jashpur,26-01-2022,2022,1,0.000189476,NRSC VIC MODEL
Chhattisgarh,Jashpur,27-01-2022,2022,1,0,NRSC VIC MODEL
Chhattisgarh,Jashpur,28-01-2022,2022,1,0,NRSC VIC MODEL
Chhattisgarh,Jashpur,29-01-2022,2022,1,0,NRSC VIC MODEL
Chhattisgarh,Jashpur,30-01-2022,2022,1,0.000272068,NRSC VIC MODEL
Chhattisgarh,Kabirdham,03-01-2022,2022,1,0,NRSC VIC MODEL
Chhattisgarh,Kabirdham,04-01-2022,2022,1,0,NRSC VIC MODEL
Chhattisgarh,Kabirdham,05-01-2022,2022,1,0,NRSC VIC MODEL
Chhattisgarh,Kabirdham,01-01-2022,2022,1,0.005447609,NRSC VIC MODEL
Chhattisgarh,Kabirdham,06-01-2022,2022,1,0,NRSC VIC MODEL
Chhattisgarh,Kabirdham,07-01-2022,2022,1,0,NRSC VIC MODEL
Chhattisgarh,Kabirdham,08-01-2022,2022,1,0,NRSC VIC MODEL
Chhattisgarh,Kabirdham,10-01-2022,2022,1,8.717739916,NRSC VIC MODEL
Chhattisgarh,Kabirdham,11-01-2022,2022,1,3.785114203,NRSC VIC MODEL
Chhattisgarh,Kabirdham,12-01-2022,2022,1,19.86112289,NRSC VIC MODEL
Chhattisgarh,Kabirdham,13-01-2022,2022,1,0.008498269,NRSC VIC MODEL
Chhattisgarh,Kabirdham,14-01-2022,2022,1,20.13436131,NRSC VIC MODEL
Chhattisgarh,Kabirdham,15-01-2022,2022,1,0.464000061,NRSC VIC MODEL
Chhattisgarh,Kabirdham,16-01-2022,2022,1,0,NRSC VIC MODEL
Chhattisgarh,Kabirdham,17-01-2022,2022,1,0,NRSC VIC MODEL
Chhattisgarh,Kabirdham,09-01-2022,2022,1,0.230413414,NRSC VIC MODEL
Chhattisgarh,Kabirdham,18-01-2022,2022,1,0,NRSC VIC MODEL
Chhattisgarh,Kabirdham,19-01-2022,2022,1,0,NRSC VIC MODEL
Chhattisgarh,Kabirdham,20-01-2022,2022,1,0,NRSC VIC MODEL
Chhattisgarh,Kabirdham,21-01-2022,2022,1,0,NRSC VIC MODEL
Chhattisgarh,Kabirdham,22-01-2022,2022,1,0.040857064,NRSC VIC MODEL
Chhattisgarh,Kabirdham,23-01-2022,2022,1,0.430544935,NRSC VIC MODEL
Chhattisgarh,Kabirdham,24-01-2022,2022,1,0.003506898,NRSC VIC MODEL
Chhattisgarh,Kabirdham,25-01-2022,2022,1,0,NRSC VIC MODEL
Chhattisgarh,Kabirdham,26-01-2022,2022,1,0,NRSC VIC MODEL
Chhattisgarh,Kabirdham,27-01-2022,2022,1,0,NRSC VIC MODEL
Chhattisgarh,Kabirdham,28-01-2022,2022,1,0,NRSC VIC MODEL
Chhattisgarh,Kabirdham,29-01-2022,2022,1,0,NRSC VIC MODEL
Chhattisgarh,Kabirdham,30-01-2022,2022,1,0,NRSC VIC MODEL
Chhattisgarh,Kondagaon,01-01-2022,2022,1,0,NRSC VIC MODEL
Chhattisgarh,Kondagaon,03-01-2022,2022,1,0,NRSC VIC MODEL
Chhattisgarh,Kondagaon,04-01-2022,2022,1,0,NRSC VIC MODEL
Chhattisgarh,Kondagaon,05-01-2022,2022,1,0,NRSC VIC MODEL
Chhattisgarh,Kondagaon,06-01-2022,2022,1,0,NRSC VIC MODEL
Chhattisgarh,Kondagaon,07-01-2022,2022,1,0,NRSC VIC MODEL
Chhattisgarh,Kondagaon,08-01-2022,2022,1,0,NRSC VIC MODEL
Chhattisgarh,Kondagaon,09-01-2022,2022,1,0.005626786,NRSC VIC MODEL
Chhattisgarh,Kondagaon,10-01-2022,2022,1,6.928744182,NRSC VIC MODEL
Chhattisgarh,Kondagaon,11-01-2022,2022,1,8.129837329,NRSC VIC MODEL
Chhattisgarh,Kondagaon,12-01-2022,2022,1,65.74106432,NRSC VIC MODEL
Chhattisgarh,Kondagaon,13-01-2022,2022,1,6.141314055,NRSC VIC MODEL
Chhattisgarh,Kondagaon,14-01-2022,2022,1,39.07674277,NRSC VIC MODEL
Chhattisgarh,Kondagaon,15-01-2022,2022,1,1.369165527,NRSC VIC MODEL
Chhattisgarh,Kondagaon,16-01-2022,2022,1,0,NRSC VIC MODEL
Chhattisgarh,Kondagaon,17-01-2022,2022,1,0,NRSC VIC MODEL
Chhattisgarh,Kondagaon,18-01-2022,2022,1,0,NRSC VIC MODEL
Chhattisgarh,Kondagaon,19-01-2022,2022,1,0.00210219,NRSC VIC MODEL
Chhattisgarh,Kondagaon,21-01-2022,2022,1,0,NRSC VIC MODEL
Chhattisgarh,Kondagaon,22-01-2022,2022,1,0.044557289,NRSC VIC MODEL
Chhattisgarh,Kondagaon,23-01-2022,2022,1,0.015309428,NRSC VIC MODEL
Chhattisgarh,Kondagaon,24-01-2022,2022,1,0.004638528,NRSC VIC MODEL
Chhattisgarh,Kondagaon,25-01-2022,2022,1,0,NRSC VIC MODEL
Chhattisgarh,Kondagaon,26-01-2022,2022,1,0,NRSC VIC MODEL
Chhattisgarh,Kondagaon,27-01-2022,2022,1,0,NRSC VIC MODEL
Chhattisgarh,Kondagaon,28-01-2022,2022,1,0,NRSC VIC MODEL
Chhattisgarh,Kondagaon,29-01-2022,2022,1,0,NRSC VIC MODEL
Chhattisgarh,Kondagaon,20-01-2022,2022,1,0,NRSC VIC MODEL
Chhattisgarh,Kondagaon,30-01-2022,2022,1,0,NRSC VIC MODEL
Chhattisgarh,Korba,03-01-2022,2022,1,0,NRSC VIC MODEL
Chhattisgarh,Korba,04-01-2022,2022,1,0,NRSC VIC MODEL
Chhattisgarh,Korba,05-01-2022,2022,1,0,NRSC VIC MODEL
Chhattisgarh,Korba,06-01-2022,2022,1,0.037535642,NRSC VIC MODEL
Chhattisgarh,Korba,01-01-2022,2022,1,0.062156538,NRSC VIC MODEL
Chhattisgarh,Korba,07-01-2022,2022,1,0,NRSC VIC MODEL
Chhattisgarh,Korba,08-01-2022,2022,1,0,NRSC VIC MODEL
Chhattisgarh,Korba,10-01-2022,2022,1,6.811156561,NRSC VIC MODEL
Chhattisgarh,Korba,11-01-2022,2022,1,0.968947043,NRSC VIC MODEL
Chhattisgarh,Korba,12-01-2022,2022,1,6.417412161,NRSC VIC MODEL
Chhattisgarh,Korba,13-01-2022,2022,1,0.130045289,NRSC VIC MODEL
Chhattisgarh,Korba,14-01-2022,2022,1,27.01521682,NRSC VIC MODEL
Chhattisgarh,Korba,15-01-2022,2022,1,0.227216677,NRSC VIC MODEL
Chhattisgarh,Korba,16-01-2022,2022,1,0,NRSC VIC MODEL
Chhattisgarh,Korba,17-01-2022,2022,1,0,NRSC VIC MODEL
Chhattisgarh,Korba,09-01-2022,2022,1,0.081027953,NRSC VIC MODEL
Chhattisgarh,Korba,18-01-2022,2022,1,0,NRSC VIC MODEL
Chhattisgarh,Korba,19-01-2022,2022,1,0,NRSC VIC MODEL
Chhattisgarh,Korba,20-01-2022,2022,1,0,NRSC VIC MODEL
Chhattisgarh,Korba,21-01-2022,2022,1,0,NRSC VIC MODEL
Chhattisgarh,Korba,22-01-2022,2022,1,0.188196183,NRSC VIC MODEL
Chhattisgarh,Korba,23-01-2022,2022,1,0.415771123,NRSC VIC MODEL
Chhattisgarh,Korba,24-01-2022,2022,1,0.009133558,NRSC VIC MODEL
Chhattisgarh,Korba,25-01-2022,2022,1,0,NRSC VIC MODEL
Chhattisgarh,Korba,26-01-2022,2022,1,0,NRSC VIC MODEL
Chhattisgarh,Korba,27-01-2022,2022,1,0,NRSC VIC MODEL
Chhattisgarh,Korba,28-01-2022,2022,1,0.000522288,NRSC VIC MODEL
Chhattisgarh,Korba,29-01-2022,2022,1,0,NRSC VIC MODEL
Chhattisgarh,Korba,30-01-2022,2022,1,0,NRSC VIC MODEL
Chhattisgarh,Korea,01-01-2022,2022,1,0.049266616,NRSC VIC MODEL
Chhattisgarh,Korea,03-01-2022,2022,1,0,NRSC VIC MODEL
Chhattisgarh,Korea,04-01-2022,2022,1,0,NRSC VIC MODEL
Chhattisgarh,Korea,05-01-2022,2022,1,0,NRSC VIC MODEL
Chhattisgarh,Korea,06-01-2022,2022,1,0.270709343,NRSC VIC MODEL
Chhattisgarh,Korea,07-01-2022,2022,1,0,NRSC VIC MODEL
Chhattisgarh,Korea,08-01-2022,2022,1,0,NRSC VIC MODEL
Chhattisgarh,Korea,09-01-2022,2022,1,0.523459933,NRSC VIC MODEL
Chhattisgarh,Korea,10-01-2022,2022,1,21.10972947,NRSC VIC MODEL
Chhattisgarh,Korea,11-01-2022,2022,1,2.052001665,NRSC VIC MODEL
Chhattisgarh,Korea,12-01-2022,2022,1,3.164810274,NRSC VIC MODEL
Chhattisgarh,Korea,13-01-2022,2022,1,1.52986122,NRSC VIC MODEL
Chhattisgarh,Korea,14-01-2022,2022,1,1.91111628,NRSC VIC MODEL
Chhattisgarh,Korea,15-01-2022,2022,1,0.089965124,NRSC VIC MODEL
Chhattisgarh,Korea,16-01-2022,2022,1,0,NRSC VIC MODEL
Chhattisgarh,Korea,17-01-2022,2022,1,0,NRSC VIC MODEL
Chhattisgarh,Korea,18-01-2022,2022,1,0,NRSC VIC MODEL
Chhattisgarh,Korea,19-01-2022,2022,1,0,NRSC VIC MODEL
Chhattisgarh,Korea,21-01-2022,2022,1,0,NRSC VIC MODEL
Chhattisgarh,Korea,22-01-2022,2022,1,2.239274781,NRSC VIC MODEL
Chhattisgarh,Korea,23-01-2022,2022,1,1.568631905,NRSC VIC MODEL
Chhattisgarh,Korea,24-01-2022,2022,1,0.000604052,NRSC VIC MODEL
Chhattisgarh,Korea,25-01-2022,2022,1,0,NRSC VIC MODEL
Chhattisgarh,Korea,26-01-2022,2022,1,0,NRSC VIC MODEL
Chhattisgarh,Korea,27-01-2022,2022,1,0,NRSC VIC MODEL
Chhattisgarh,Korea,28-01-2022,2022,1,0,NRSC VIC MODEL
Chhattisgarh,Korea,29-01-2022,2022,1,0,NRSC VIC MODEL
Chhattisgarh,Korea,20-01-2022,2022,1,0,NRSC VIC MODEL
Chhattisgarh,Korea,30-01-2022,2022,1,0,NRSC VIC MODEL
Chhattisgarh,Mahasamund,03-01-2022,2022,1,0.108065309,NRSC VIC MODEL
Chhattisgarh,Mahasamund,04-01-2022,2022,1,0.09616355,NRSC VIC MODEL
Chhattisgarh,Mahasamund,01-01-2022,2022,1,1.056522999,NRSC VIC MODEL
Chhattisgarh,Mahasamund,05-01-2022,2022,1,0.002660962,NRSC VIC MODEL
Chhattisgarh,Mahasamund,06-01-2022,2022,1,0.269428484,NRSC VIC MODEL
Chhattisgarh,Mahasamund,07-01-2022,2022,1,0,NRSC VIC MODEL
Chhattisgarh,Mahasamund,08-01-2022,2022,1,0.005049781,NRSC VIC MODEL
Chhattisgarh,Mahasamund,10-01-2022,2022,1,5.052490136,NRSC VIC MODEL
Chhattisgarh,Mahasamund,11-01-2022,2022,1,6.542622995,NRSC VIC MODEL
Chhattisgarh,Mahasamund,12-01-2022,2022,1,21.22431334,NRSC VIC MODEL
Chhattisgarh,Mahasamund,13-01-2022,2022,1,0.570195847,NRSC VIC MODEL
Chhattisgarh,Mahasamund,14-01-2022,2022,1,3.591089622,NRSC VIC MODEL
Chhattisgarh,Mahasamund,15-01-2022,2022,1,0.323972164,NRSC VIC MODEL
Chhattisgarh,Mahasamund,16-01-2022,2022,1,0.000211667,NRSC VIC MODEL
Chhattisgarh,Mahasamund,09-01-2022,2022,1,0.065048434,NRSC VIC MODEL
Chhattisgarh,Mahasamund,17-01-2022,2022,1,0,NRSC VIC MODEL
Chhattisgarh,Mahasamund,18-01-2022,2022,1,0,NRSC VIC MODEL
Chhattisgarh,Mahasamund,19-01-2022,2022,1,0,NRSC VIC MODEL
Chhattisgarh,Mahasamund,20-01-2022,2022,1,0,NRSC VIC MODEL
Chhattisgarh,Mahasamund,21-01-2022,2022,1,0,NRSC VIC MODEL
Chhattisgarh,Mahasamund,22-01-2022,2022,1,0,NRSC VIC MODEL
